"id","x","y","label"
29951,19.4963193144738,19.8543333351917,-1
29952,22.1273529820771,19.5854365232236,-1
29953,18.6912035571872,19.0875079633044,-1
29954,21.3619704048626,19.885422653616,-1
29955,19.4565257817778,18.9055606336694,-1
29956,20.1475363100696,21.218877905467,-1
29957,18.0017408242843,19.9813695824665,-1
29958,19.5066436059219,19.5920240713926,-1
29959,19.6707159181279,20.0827366093028,-1
29960,20.1722452443816,19.281797796632,-1
29961,18.5033289053852,19.3521450316884,-1
29962,21.2345581793479,19.4313547665209,-1
29963,19.4780815672204,19.9493787779404,-1
29964,18.2742458636972,18.6773526777485,-1
29965,21.8124458100324,19.8563614133959,-1
29966,19.107648879967,20.1346207366517,-1
29967,19.9181080873825,18.5545280075278,-1
29968,19.9197750777515,20.1296847238595,-1
29969,21.19966946422,20.1677785157951,-1
29970,19.469361246717,20.959193363479,-1
29971,18.9758201236484,19.4993803369912,-1
29972,20.7753378137961,19.3136645005104,-1
29973,18.4529977451541,20.4139362397122,-1
29974,19.38469654154,20.6473216690835,-1
29975,18.3343076423159,19.5212952744607,-1
29976,18.6980153975967,18.2897345167527,-1
29977,19.0079134294981,17.6232474236491,-1
29978,19.7174477393182,18.9430529454031,-1
29979,21.0352338771879,18.8170933692228,-1
29980,20.7464469855896,21.207698513887,-1
29981,20.478506562473,20.5375714931435,-1
29982,19.1985313919095,17.3763782458244,-1
29983,18.4223998725617,19.3979347791302,-1
29984,20.2740443792651,19.9221304444118,-1
29985,20.9513907287343,19.3670688414774,-1
29986,18.8025513520661,18.8669369172055,-1
29987,20.7324076086276,19.6493634867095,-1
29988,21.8440791353609,20.8348290213313,-1
29989,19.4001993399855,18.899765596299,-1
29990,20.7510279803716,19.4208772288288,-1
29991,20.4112969460323,19.1958452443469,-1
29992,18.3576540674021,18.6580356101597,-1
29993,21.1903899821345,19.6642863677216,-1
29994,20.248496522995,20.8104104521307,-1
29995,20.5585546379995,20.5356177366045,-1
29996,19.6344844479343,18.5803864521625,-1
29997,19.2103924877309,19.7675530918317,-1
29998,19.8271473750422,19.3385250119933,-1
29999,20.5485761796923,18.8926100190807,-1
30000,19.1030061011557,19.3980583822813,-1
